Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,91.22000122070312,92.83999633789062,90.77999877929688,92.2699966430664,89.55076599121094,4198200
2019-01-03,91.6500015258789,92.5199966430664,90.6500015258789,91.16999816894531,88.48319244384766,3798900
2019-01-04,91.94999694824219,94.43000030517578,91.88999938964844,93.87000274658203,91.10363006591797,4107400
2019-01-07,93.68000030517578,96.80000305175781,93.68000030517578,95.6500015258789,92.83116912841797,4885000
2019-01-08,96.66000366210938,97.86000061035156,95.61000061035156,97.62999725341797,94.75281524658203,4663500
2019-01-09,97.37999725341797,98.22000122070312,96.68000030517578,97.02999877929688,94.17049407958984,5692200
2019-01-10,96.36000061035156,96.52999877929688,94.66999816894531,95.9800033569336,93.15145111083984,4494000
2019-01-11,95.72000122070312,97.61000061035156,95.4000015258789,97.30000305175781,94.43254852294922,3682100
2019-01-14,96.33999633789062,97.19000244140625,96.18000030517578,96.91000366210938,94.05403900146484,2931600
2019-01-15,95.7699966430664,95.7699966430664,94.26000213623047,94.91000366210938,92.11297607421875,4922000
2019-01-16,94.81999969482422,95.38999938964844,93.8499984741211,93.95999908447266,91.19097137451172,4579200
2019-01-17,92.62999725341797,92.72000122070312,91.20999908447266,92.05000305175781,89.33726501464844,6947600
2019-01-18,92.83000183105469,95.02999877929688,92.68000030517578,94.9800033569336,92.180908203125,7206500
2019-01-22,93.41000366210938,93.41000366210938,90.75,91.55999755859375,89.31305694580078,5950000
2019-01-23,91.16000366210938,92.23999786376953,90.2300033569336,91.83000183105469,89.57644653320312,4842300
2019-01-24,91.83999633789062,92.16999816894531,91.11000061035156,91.80000305175781,89.54718017578125,4047200
2019-01-25,92.55000305175781,93.86000061035156,92.55000305175781,93.81999969482422,91.5176010131836,4750900
2019-01-28,93.08000183105469,93.36000061035156,92.01000213623047,93.1500015258789,90.8640365600586,3631900
2019-01-29,92.41000366210938,93.52999877929688,92.1500015258789,93.43000030517578,91.13716888427734,3125500
2019-01-30,93.76000213623047,96.4000015258789,93.5199966430664,95.75,93.40023040771484,4965900
2019-01-31,95.29000091552734,97.48999786376953,94.91000366210938,96.16000366210938,93.8001708984375,5400500
2019-02-01,96.20999908447266,97.16000366210938,95.83999633789062,97.11000061035156,94.72686004638672,5324100
2019-02-04,97.63999938964844,98.01000213623047,96.91000366210938,97.87000274658203,95.46821594238281,2801400
2019-02-05,97.66999816894531,98.58000183105469,97.4800033569336,98.0999984741211,95.69256591796875,3667000
2019-02-06,97.91999816894531,98.2300033569336,96.8499984741211,97.19000244140625,94.80490112304688,2952600
2019-02-07,96.48999786376953,97.13999938964844,95.93000030517578,96.87999725341797,94.50250244140625,3990200
2019-02-08,96.45999908447266,97.3499984741211,95.9800033569336,97.16999816894531,94.78539276123047,6217700
2019-02-11,97.19000244140625,97.44000244140625,96.6500015258789,96.87999725341797,94.50250244140625,3045600
2019-02-12,97.55000305175781,99.88999938964844,97.26000213623047,99.47000122070312,97.02893829345703,3553200
2019-02-13,99.94999694824219,101.76000213623047,99.88999938964844,101.45999908447266,98.97010803222656,6576400
2019-02-14,100.80000305175781,101.95999908447266,99.80000305175781,101.51000213623047,99.01888275146484,3009800
2019-02-15,102.73999786376953,104.5,102.43000030517578,104.23999786376953,101.68186950683594,4666100
2019-02-19,104.0199966430664,105.70999908447266,103.80000305175781,105.05999755859375,102.48175811767578,3342800
2019-02-20,105.66000366210938,105.91000366210938,104.80000305175781,105.66000366210938,103.0670394897461,3328300
2019-02-21,105.51000213623047,106.3499984741211,105.04000091552734,105.5199966430664,102.93046569824219,3395400
2019-02-22,105.88999938964844,106.3499984741211,105.4000015258789,106.2699966430664,103.66205596923828,2734600
2019-02-25,107.0,107.0,104.62999725341797,105.01000213623047,102.43299102783203,4665100
2019-02-26,103.2300033569336,105.08000183105469,102.73999786376953,105.02999877929688,102.45250701904297,7954700
2019-02-27,109.01000213623047,109.91999816894531,105.20999908447266,107.62000274658203,104.97894287109375,8874700
2019-02-28,107.51000213623047,107.51000213623047,104.0999984741211,105.08999633789062,102.51101684570312,8144300
2019-03-01,105.9000015258789,106.0999984741211,103.25,103.95999908447266,101.40875244140625,4655200
2019-03-04,104.66000366210938,104.88999938964844,102.30999755859375,103.19000244140625,100.65764617919922,4015300
2019-03-05,103.44999694824219,103.75,102.44000244140625,103.01000213623047,100.48207092285156,3460100
2019-03-06,103.26000213623047,103.54000091552734,102.20999908447266,102.33999633789062,99.82849884033203,2730700
2019-03-07,102.02999877929688,102.05999755859375,100.41000366210938,100.70999908447266,98.23851013183594,4704800
2019-03-08,99.77999877929688,100.55999755859375,98.0,99.33000183105469,96.89237976074219,6181300
2019-03-11,99.83000183105469,100.69999694824219,97.55000305175781,100.4000015258789,97.93612670898438,4598900
2019-03-12,100.4000015258789,101.23999786376953,99.58000183105469,100.86000061035156,98.38483428955078,4928400
2019-03-13,101.0999984741211,101.91999816894531,100.61000061035156,101.16999816894531,98.68722534179688,6268200
2019-03-14,100.9800033569336,101.26000213623047,100.25,100.80999755859375,98.3360595703125,5393400
2019-03-15,101.06999969482422,101.1500015258789,99.43000030517578,100.13999938964844,97.6824951171875,6677500
