Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,70.38999938964844,70.95999908447266,69.06999969482422,69.5,67.79150390625,8737200
2019-01-03,68.73999786376953,68.87999725341797,65.5,66.22000122070312,64.5921401977539,10570700
2019-01-04,67.12000274658203,68.58000183105469,66.98999786376953,68.11000061035156,66.4356689453125,8299100
2019-01-07,68.19000244140625,69.86000061035156,68.18000030517578,69.12999725341797,67.43059539794922,9503000
2019-01-08,69.55000305175781,69.63999938964844,67.0,68.30000305175781,66.62100219726562,8905100
2019-01-09,68.93000030517578,69.8499984741211,68.80000305175781,69.44000244140625,67.73297882080078,6091000
2019-01-10,68.68000030517578,69.44000244140625,68.44999694824219,69.08000183105469,67.3818359375,8051200
2019-01-11,68.5999984741211,69.36000061035156,68.44999694824219,69.33000183105469,67.62569427490234,6583000
2019-01-14,68.41000366210938,68.80000305175781,68.12999725341797,68.2699966430664,66.90052795410156,5122900
2019-01-15,68.41000366210938,70.5199966430664,68.36000061035156,70.47000122070312,69.056396484375,6306900
2019-01-16,70.5,70.76000213623047,69.73999786376953,69.81999969482422,68.41943359375,6357300
2019-01-17,69.87000274658203,70.97000122070312,69.7699966430664,70.5199966430664,69.10538482666016,5427800
2019-01-18,70.98999786376953,71.73999786376953,70.77999877929688,71.41999816894531,69.98734283447266,9404500
2019-01-22,70.97000122070312,71.66999816894531,70.69000244140625,71.48999786376953,70.05593872070312,6541600
2019-01-23,70.5,71.55000305175781,69.2699966430664,69.91000366210938,68.50763702392578,10196300
2019-01-24,70.0,71.0,69.31999969482422,70.86000061035156,69.4385757446289,6437600
2019-01-25,71.2699966430664,71.7699966430664,70.79000091552734,71.1500015258789,69.7227554321289,4824100
2019-01-28,70.5199966430664,70.62999725341797,68.88999938964844,69.05000305175781,67.66487884521484,5942500
2019-01-29,69.08999633789062,69.94000244140625,68.80000305175781,69.69000244140625,68.29203796386719,5981600
2019-01-30,69.91000366210938,71.80000305175781,69.69000244140625,71.68000030517578,70.24211120605469,8145000
2019-01-31,71.30999755859375,73.06999969482422,71.13999938964844,72.9800033569336,71.51605224609375,10421900
2019-02-01,73.0199966430664,73.23999786376953,71.97000122070312,72.36000061035156,70.90848541259766,5016500
2019-02-04,72.38999938964844,72.69000244140625,71.70999908447266,72.5,71.0456771850586,5278300
2019-02-05,72.9000015258789,73.29000091552734,72.68000030517578,73.11000061035156,71.64344024658203,4302400
2019-02-06,72.9000015258789,73.55999755859375,72.62999725341797,73.48999786376953,72.01581573486328,4851900
2019-02-07,72.98999786376953,73.05999755859375,71.5,72.73999786376953,71.2808609008789,6863600
2019-02-08,72.16000366210938,73.4800033569336,72.12000274658203,73.33000183105469,71.85902404785156,6063700
2019-02-11,73.4800033569336,73.83999633789062,73.29000091552734,73.54000091552734,72.0648193359375,4782700
2019-02-12,73.98999786376953,75.2300033569336,73.72000122070312,75.05999755859375,73.55431365966797,7039700
2019-02-13,75.04000091552734,75.2699966430664,74.05999755859375,74.37999725341797,72.8879623413086,5696300
2019-02-14,74.08000183105469,74.36000061035156,73.73999786376953,73.97000122070312,72.48619079589844,4864500
2019-02-15,74.55999755859375,75.4000015258789,74.33000183105469,75.25,73.74051666259766,8083200
2019-02-19,75.16000366210938,75.56999969482422,74.72000122070312,75.0,73.49552154541016,4503500
2019-02-20,74.83000183105469,75.56999969482422,74.5999984741211,75.54000091552734,74.02470397949219,6316700
2019-02-21,75.11000061035156,75.47000122070312,74.66000366210938,75.13999938964844,73.6327133178711,5607000
2019-02-22,75.3499984741211,76.44999694824219,75.3499984741211,76.12999725341797,74.60285186767578,5296600
2019-02-25,76.38999938964844,77.05000305175781,76.23999786376953,76.86000061035156,75.31820678710938,5709600
2019-02-26,76.58000183105469,77.12000274658203,76.37999725341797,76.75,75.21041870117188,5295400
2019-02-27,76.44999694824219,77.33000183105469,76.33000183105469,77.2300033569336,75.68080139160156,5706500
2019-02-28,77.01000213623047,78.05999755859375,77.01000213623047,77.62000274658203,76.06297302246094,6762700
2019-03-01,77.98999786376953,78.73999786376953,77.68000030517578,78.58999633789062,77.01350402832031,5390100
2019-03-04,78.83999633789062,78.97000122070312,77.47000122070312,78.62000274658203,77.04291534423828,5962800
2019-03-05,78.55999755859375,78.91000366210938,78.12999725341797,78.22000122070312,76.65093231201172,6547500
2019-03-06,78.11000061035156,78.22000122070312,77.5199966430664,77.69999694824219,76.14134979248047,4182100
